tweet_id,text,sentiment,labels,ca_related
1.4660998285685596e+18,"@jkenney @CanadianPM @erinotoole @JustinTrudeau : https://t.co/39xfUSBy1V  The #ethical thing to do is compensate and hire back workers who had their #humanrights possibly violated by the Totalitarian/bullying-style vaccine mandates, in my opinion. Cc: @mounties4free @FoxNews https://t.co/mV788db775",,,
1.4658667762820751e+18,"@CBCTheNational @CBCNews south africa does not suffer from vaccine inequity.  but you knew that , but choose to ignore to fit your narrative.  why don't you get @JustinTrudeau to explain why he is against making drug companies license manufacturing in other countries?  doesn't fit your narrative as well",,,
1.4660169366854124e+18,"@JustinTrudeau
Can you explain this?

Omicron variant is vaccine inequality wake-up call, says South Africa's President Ramaphosa – video https://t.co/Y5h6NO4vKV",,,
1.4660273984162816e+18,@JustinTrudeau why are there Canadians stranded in Africa?!? Seriously what the fuck is wrong with this country right now. Why do we have vaccine passports it’s clearly not fucking working you fucking moron,,,
1.466170151418671e+18,"@Roman_Baber @fordnation @JustinTrudeau @PaulCalandra We don't want your so-called ""vaccine"". I pray GOD will intervene.",,,
1.4661016393503007e+18,"@CPHO_Canada @JustinTrudeau #CoronaVirus #CoVid19 @fordnation @celliottability @epdevilla @jyduclos Vaccine risk? Blood markers suggest an increased risk of heart attacks
https://t.co/7brW2hOyQ7 https://t.co/KQJtUtaEdr",,,
1.466182162386985e+18,@Noteethworld @NickTheSkydiver @JustinTrudeau 20 months ago the science said that the mRNA vaccine had no known side effects and stopped the spread of covid 19. Today science says mRNA vaccines can cause vaccine injuries and can be spread by fully vaccinated individuals. Science evolves. Can you?,,,
1.4658731408195297e+18,"@JustinTrudeau Continue?? As I recall you couldn’t even get us vaccine? You had no plan. So,,,, when do you start?",,,
1.4661380946927985e+18,"@MaybeBut @davidmaclean21 @ruralsasknews @JustinTrudeau Judging by results, I have a hard time believing any of that sales pitch BS to justify poor performance from a rushed vaccine and the power hungry politics around it. The failure is just plain obvious now. It's now a circus show, and if you can't see it, your one of the clowns.",,,
1.4660379523671327e+18,"@allan_carty @Esra71344236 @JustinTrudeau Fully vaxxed and caught covid and was able to spread covid. Get vaxxed if you feel it will protect you but it won't protect anyone else. The new vaccine resistant variant was brought into Canada by fully vaxxed travellers.

https://t.co/shj7QMcAMx",,,
1.4658434531582566e+18,@MTW2478 @JustinTrudeau Why don't you try out an experiment. Ask a room full of people if they know someone who has had covid and then ask the same room full of people if they know someone who has had an adverse reactions from a 'vaccine'. See what happens,,,
1.465877438215295e+18,@ruralsasknews @JustinTrudeau The vaccine clearly isn’t helping. You’ve been poisoned by the media.,,,
1.466126982194684e+18,@BRIGGSisHERE @Emmelin47519263 @Lew23 @ginapasaran @EGruenwoldt @JustinTrudeau Nothing Twitter says will upset you more than Trudeu’s vaccine mandates that ~80% of Canadians agree with. Except maybe your allies who are completely inept and ineffective at opposing it. 😉,,,
1.4659174204099584e+18,@JustinTrudeau no id rather not. im 18 and ive been fine thruout this whole last covid years and i have always done whatever and hungout with people n still havent got covid. and ik people that have still gotten covid even tho they have the vaccine. so why get it? it doesnt work. helping who???,,,
1.4658431731465912e+18,"@MTW2478 @JustinTrudeau The government took your freedoms away you idiot! Not unvaccinated. The government said stay home for 2 weeks and we'll be back to normal. Once we get to 80% you'll be back to normal. The government lied. What else have they lied about? Oh yea, vaccine efficacy!",,,
1.4660154840553718e+18,@aceAkillerBee @JustinTrudeau It's the control their enjoying... We probably won't be able to have Christmas this year because of course it came right when Christmas comes... But the symptoms are the same as what people getting vaxed are getting from the vaccine,,,
1.4659522917275525e+18,"@RubinReport @ALinnean1000 Why is @JustinTrudeau placing large vaccine orders for 2024?

#CrimesAgainstHumanity #DoNotComply #hangemhigh https://t.co/sgF5r3DL7G",,,
1.466052619206488e+18,"@JustinTrudeau The vaccine injured disagree that it was the best thing for them

https://t.co/lKMNcRjccl",,,
1.4661893611043635e+18,"@CPHO_Canada Why are you pushing / mandating (illegally) a drug still in clinical trials? 🤷🏻‍♀️

Study to Describe the Safety, Tolerability, Immunogenicity, and Efficacy of RNA Vaccine Candidates Against COVID-19 in Healthy Individuals - Full Text View - https://t.co/30vzVZM6tS https://t.co/FUrc5txTVN",,,
1.4661772369864827e+18,"@JustinTrudeau @mary_ng now that Canada’s ambassador to the UN has vocalized his support for vaccine patent waivers, when can we expect the Canadian government’s support for the TRIPS Waiver? https://t.co/I3Vc2XWeco",,,
1.4661586323499745e+18,@usehead_heart @CHRISWEBBPPC @randyhillier @JustinTrudeau @MaximeBernier Lol.  Yeah 6 months sounds like a pretty thorough testing time to implement a new vaxx technology to deploy globally with known side effects.. Give your head a shake.  No vaccine has ever been brought to market this quick with such little long/short term data. But you do you..,,,
1.4661682137425265e+18,@MikeWilesWSNC @JustinTrudeau Bahahhahah. You can't cure it. It's here permanently and unless they make a Vaccine that fights it instead of just blocking Pathways for it to enter their is actually 0 chance. But it's all about controlling you not some virus.,,,
1.4659029968568648e+18,"@aceAkillerBee @JustinTrudeau Seriously? You anti-vaxxers are petri dishes for variants of COVID-19, &amp; putting the world at risk of another stronger, vaccine-resistant mutation. You HAD to get vaccines in school, because the spread of diseases like rubella, small pox, polio, etc. were killing people.",,,
1.4658724550425395e+18,@ruralsasknews @JustinTrudeau This vaccine will NOT protect against covid or any other variant. Maybe go to another planet.,,,
1.4659123775602934e+18,@JustinTrudeau the people entered Canada fully vaccinated against covid with omicron variant ..this should tell you mrna vaccine did nothing to help them .time govt. did it's job and stop mrna on kids ..new reports coming out about MYOCARDITIS  ..a lot of Canadians are being put in danger,,,
1.4661511186863268e+18,"@maryloupatey @CPHO_Canada don't know who hasn't seen this but covid is deja vu

https://t.co/VjUEvwrHA9",,,
1.4661873662599946e+18,@gdforster @helpme1976 @nzeineddine @Anarchopulous @KylieSpeak @JustinTrudeau The virus is far more dangerous than the vaccine.,,,
1.4660666169034793e+18,@MaryFernando_ @JustinTrudeau How? If we boost that vaccine what are we going to donate? Empty vials?,,,
1.465940422669316e+18,"@LunchBoxCan @JustinTrudeau It's not stopping anything! It's the vaxxed that are sick and spreading it, look at every report and do the math. And this newest moronic variant, the vaccine does NOTHING to keep anyone safe. A new Vax needs to be made now to handle that one. Exactly what big pharma wants🤔",,,
1.466072612233257e+18,"@JustinTrudeau Wearing masks could be worse than not wearing them.
Travel bans not needed
Coronavirus under control
Vaccine passports bad idea, became good idea.
(The first vaccine you can get is the best vaccine became Pfizer &amp; Moderna are better 
WE DON'T TRUST YOU @PattyHajdu @CPHO_Canada",,,
1.4658663474354094e+18,@Gambler771777 @JustinTrudeau Vaccine was always about not ending up in the hospital/ventilator. No medication immunity guarantees anything. But with vaccines there is a good chance one won’t end up in the hospital.,,,
1.4659040628309402e+18,"@realdataperspe1 The government has got to be worried about the reaction to the vaccine mandates. The vitriolic replies to @JustinTrudeau's tweets are telling.

Just wait until the currently compliant begin to tire of the boosters &amp; yo-yo lockdowns. The only direction uncompliance will go is up.",,,
1.4661513004632146e+18,@JustinTrudeau Are you going to put out a tweet with condolences and well wishes to those that have been vaccine injured and deleted? Hospital wait times were long prior to COVID. How about you send condolences to those that have had their surgeries cancelled / delayed too?,,,
1.4661877520226304e+18,"@POTUS @CPHO_Canada @GovCanHealth @fda they don’t care at all it’s all a cash grab a fuckin @WHO approved vaccine and there waiting 5 and half months and a year respectively @Ocugen @BharatBiotech  $ocgn @CBSNews @wpri12 @FoxNews @CNN @NBCNews @CNBC  @ABC @5NEWS 
@RepThomasMassie https://t.co/K4S4OncYHb",,,
1.466072388680962e+18,"@Dan_A_Gillies @aceAkillerBee @JustinTrudeau who says those who are against restrictions are anti vaxxers? I’m vaxxed and boosted. Cut the restrictions and let us live our lives. If you truly believe in the efficacy of the vaccine then you are fine, if you choose not to protect yourself it’s also fine. Government stay out",,,
1.4660576183890903e+18,"@b30e04fd5208416 @AzamKhan201 @JustinTrudeau housing cost and living expenses has gone through the roof globally , but our prime minister done a great job with vaccine supporting families and economy .",,,
1.4661259872387113e+18,@JustinTrudeau As everyone knows that’s a lie. Under Trudeau Canadians have forgotten what being Canadian is all about. Canadians on the left who idol Trudeau have turned into Snobs especially over the vaccine and mandates. Country men and women are more important then trudeaus distopian views,,,
1.4660513686580838e+18,@ampahcd @fordnation @JustinTrudeau So unconstitutional and they know it. This was never voted in Parliament and has no scientific backgrounds! Just pushing it more and more on people to make them « consent » to the vaccine. Wait.. is such thing not prohibited under the Criminal Code s.265(1) ?,,,
1.465837607598891e+18,@Mongeon53 @Esra71344236 @JustinTrudeau arguing just separates the ppl. If both sides including media and govt leave each other alone the problem is solved. The Spanish flu didn’t have a vaccine nor social media so there was no argument except for distancing and caring for the sick.,,,
